,maxx,i,j,q,orders_long,orders_short,alpha
3933,2.0172936932056666,15,27,1,4,6,10.086468466028332
4198,10.076611199160707,16,20,19,1,1,10.076611199160707
8100,5.038297967512434,26,26,7,3,1,10.076595935024868
291,0.6940905553265417,5,35,7,12,17,10.064313052234855
177,0.8049469546769047,5,29,7,11,14,10.061836933461308
11525,2.874243718381016,35,34,12,3,4,10.059853014333555
761,1.8279979375757975,7,20,2,5,6,10.053988656666887
5734,6.683191605450337,20,21,16,2,1,10.024787408175506
5760,5.0122070689859495,20,23,4,2,2,10.024414137971899
343,0.6257838281130473,5,38,2,16,16,10.012541249808757
3441,5.004228629720203,14,21,3,1,3,10.008457259440407
8175,3.3342461137787174,26,30,6,4,2,10.002738341336151
4634,3.9983218291838347,17,23,18,2,3,9.995804572959587
5347,4.996023024111644,19,21,9,2,2,9.992046048223289
9619,2.8535805397815124,30,31,6,4,3,9.987531889235294
635,0.7364731891555577,6,33,9,12,15,9.942388053600029
3442,4.960449005393692,14,21,4,1,3,9.920898010787385
7721,3.9586884550506003,25,26,8,3,2,9.8967211376265
10321,6.595587811280993,32,29,5,3,0,9.893381716921489
12572,6.586506476169476,38,33,14,2,1,9.879759714254215
11490,6.586425467324799,35,32,15,1,2,9.879638200987198
8894,1.9724279643784606,28,31,3,5,5,9.862139821892303
1070,0.8963509671785566,7,36,7,11,11,9.859860638964122
7742,4.924047331229529,25,27,10,3,1,9.848094662459058
12333,2.8042538931994527,37,38,3,3,4,9.814888626198085
8532,3.261691383401339,27,31,2,3,3,9.785074150204018
8836,4.8868225496050695,28,28,2,2,2,9.773645099210139
1102,0.8493674034845076,7,38,1,11,12,9.767725140071837
9257,3.900588874462485,29,30,5,2,3,9.751472186156212
3444,4.873657454762699,14,21,6,1,3,9.747314909525398
5766,4.871267297887276,20,23,10,2,2,9.742534595774552
5349,4.867230675014634,19,21,11,2,2,9.734461350029267
11059,4.865609688390442,34,30,2,3,1,9.731219376780883
10390,3.237394096214035,32,32,17,3,3,9.712182288642104
19,0.7755329010246679,5,21,1,12,13,9.694161262808349
3122,2.420779144574859,13,24,7,4,4,9.683116578299437
2332,2.420270663905759,11,22,15,4,4,9.681082655623037
2717,3.2269428137776517,12,23,1,2,4,9.680828441332956
12584,3.8606023553800437,38,34,7,3,2,9.65150588845011
2128,1.205773178399333,10,32,1,8,8,9.646185427194665
4197,9.639315600246304,16,20,18,1,1,9.639315600246304
8891,2.7502715932295385,28,30,19,3,4,9.625950576303385
8495,2.748604794079019,27,29,3,3,4,9.620116779276566
728,0.686717861556666,6,38,7,14,14,9.614050061793325
10350,4.795937174695146,32,30,15,4,0,9.591874349390292
914,1.277333369359012,7,28,3,6,9,9.58000027019259
2290,2.391505389767639,11,20,11,3,5,9.566021559070556
8493,2.7303957718377134,27,29,1,3,4,9.556385201431997
8874,2.717135730483544,28,30,2,3,4,9.509975056692404
969,1.118374825628753,7,31,1,7,10,9.5061860178444
7400,2.714861036480393,24,29,10,5,2,9.502013627681375
363,0.5938243844434514,5,39,3,16,16,9.501190151095223
4579,6.320503286431775,17,21,1,1,2,9.480754929647663
7402,2.7065156964609858,24,29,12,5,2,9.47280493761345
8550,1.8944095984579814,27,32,1,5,5,9.472047992289907
638,0.6998391581197613,6,33,12,12,15,9.447828634616776
2327,2.3615857634144928,11,22,10,4,4,9.446343053657971
2740,3.131653565874447,12,24,5,3,3,9.39496069762334
7340,3.7536960590787234,24,26,7,3,2,9.384240147696808
725,0.6675936019728238,6,38,4,14,14,9.346310427619533
23,0.7468721923482372,5,21,5,12,13,9.335902404352964
8838,4.66640443444585,28,28,4,2,2,9.3328088688917
654,0.6904803332547728,6,34,9,13,14,9.321484498939432
11088,6.208332491210141,34,31,12,2,1,9.312498736815211
2055,1.2408606521256673,10,28,4,7,8,9.306454890942504
2741,3.0991179107211586,12,24,6,3,3,9.297353732163476
3104,2.654689879611908,13,23,8,4,3,9.291414578641678
710,0.663034855794622,6,37,8,14,14,9.282487981124707
3120,2.319941581591057,13,24,5,4,4,9.279766326364228
2782,2.0531579979708674,12,26,9,5,4,9.239210990868903
7359,3.0708690607069413,24,27,7,4,2,9.212607182120824
2017,1.417018888071072,10,26,4,5,8,9.210622772461967
1426,0.9676789371209461,8,35,2,8,11,9.192949902648987
817,1.3122497135632583,7,23,1,7,7,9.185747994942808
7323,3.6728996700808496,24,25,9,3,2,9.182249175202124
2328,2.293945672912122,11,22,11,4,4,9.175782691648488
1066,0.8328460712993061,7,36,3,11,11,9.161306784292368
10355,3.6558752511170223,32,31,1,4,1,9.139688127792557
692,0.676826319937911,6,36,9,14,13,9.1371553191618
4583,6.089609652820746,17,21,5,1,2,9.134414479231118
2698,2.6007166020069583,12,22,1,3,4,9.102508107024354
2329,2.273774420469976,11,22,12,4,4,9.095097681879905
5348,4.541683938618965,19,21,10,2,2,9.08336787723793
9957,4.538096610729203,31,30,2,3,1,9.076193221458405
915,1.2094163042671222,7,28,4,6,9,9.070622282003416
10026,1.8140885243188687,31,33,14,4,6,9.070442621594344
12217,4.522073869880364,37,32,1,2,2,9.044147739760728
25,0.7224708989190161,5,21,7,12,13,9.030886236487701
404,1.1279290163774098,6,21,6,6,10,9.023432131019279
6169,4.510606947805064,21,24,14,3,1,9.021213895610128
707,0.6439105962107796,6,37,5,14,14,9.014748346950915
1159,1.638547674167554,8,21,1,6,5,9.012012207921547
11536,2.9986910619728864,35,35,4,3,3,8.99607318591866
5763,4.496996165985522,20,23,7,2,2,8.993992331971045
7015,3.5960203263588166,23,29,5,4,1,8.990050815897042
5033,2.990783931342258,18,24,18,3,3,8.972351794026775
5762,4.476917904573657,20,23,6,2,2,8.953835809147314
577,0.8128084023021065,6,30,8,9,13,8.940892425323172
2744,2.977922595275163,12,24,9,3,3,8.933767785825488
2033,1.2759767374790243,10,27,1,6,8,8.93183716235317
4966,4.4592273215288545,18,21,8,1,3,8.918454643057709
8817,3.5562321881342784,28,27,2,3,2,8.890580470335696
950,1.1112336182861715,7,30,1,7,9,8.889868946289372
5454,1.974039822830219,19,27,2,4,5,8.883179202735985
760,1.6148610748183412,7,20,1,5,6,8.881735911500876
2699,2.5356229336227707,12,22,2,3,4,8.874680267679697
10364,3.547586301792674,32,31,10,4,1,8.868965754481685
9431,2.532883676464735,29,39,8,3,4,8.865092867626572
5453,1.9683288003555424,19,27,1,4,5,8.857479601599941
2763,2.5285822136301266,12,25,9,3,4,8.850037747705443
12553,5.886465673986627,38,32,14,2,1,8.82969851097994
3102,2.5202398068097343,13,23,6,4,3,8.82083932383407
11063,4.409753459612298,34,30,6,3,1,8.819506919224596
2434,1.35642764073399,11,28,3,7,6,8.816779664770934
6156,4.396298779346195,21,24,1,3,1,8.79259755869239
2692,2.9296516853412764,12,21,14,3,3,8.788955056023829
2747,2.926207192164584,12,24,12,3,3,8.778621576493752
5357,4.387677610840231,19,21,19,2,2,8.775355221680462
11462,4.37288717842703,35,31,6,3,1,8.74577435685406
7360,2.9145298204626546,24,27,8,4,2,8.743589461387964
10751,5.82794917815132,33,32,17,1,2,8.741923767226979
386,1.0897957055104215,6,20,7,6,10,8.718365644083372
403,1.0883852099104463,6,21,5,6,10,8.70708167928357
27,0.6915343537727277,5,21,9,12,13,8.644179422159096
689,0.6399158064568153,6,36,6,14,13,8.638863387167007
10722,5.758328613178039,33,31,7,2,1,8.637492919767059
4952,5.755218196121553,18,20,13,1,2,8.632827294182329
9239,4.3124336645988475,29,29,6,2,2,8.624867329197695
913,1.146842787157774,7,28,2,6,9,8.601320903683305
2432,1.3182781237820398,11,28,1,7,6,8.568807804583258
2285,2.1381269631868682,11,20,6,3,5,8.552507852747473
8099,4.266717488789134,26,26,6,3,1,8.533434977578269
8197,2.133271285569301,26,31,9,5,3,8.533085142277203
672,0.6086487742076997,6,35,8,14,14,8.521082838907796
1123,0.7099675188612429,7,39,3,11,13,8.519610226334915
10749,5.669620260239042,33,32,15,1,2,8.504430390358563
988,0.9971027443347529,7,32,1,7,10,8.4753733268454
4948,5.648100665268424,18,20,9,1,2,8.472150997902636
596,0.6765351525559997,6,31,8,10,15,8.456689406949996
1370,0.8455911096803949,8,32,3,9,11,8.455911096803948
953,1.0529878853590464,7,30,4,7,9,8.423903082872371
2330,2.104619919756031,11,22,13,4,4,8.418479679024124
5455,1.8688346338962893,19,27,3,4,5,8.409755852533301
385,1.050251899043458,6,20,6,6,10,8.402015192347664
7358,2.796959431767424,24,27,6,4,2,8.390878295302272
4959,4.194679133545744,18,21,1,1,3,8.389358267091488
4180,8.36500913082259,16,20,1,1,1,8.36500913082259
456,0.9826461009687022,6,24,1,6,11,8.352491858233968
4970,4.175540799585116,18,21,12,1,3,8.351081599170232
11522,2.3803587675673477,35,34,9,3,4,8.331255686485717
12198,8.312619405225044,37,31,1,1,1,8.312619405225044
2054,1.1034525684051766,10,28,3,7,8,8.275894263038824
1391,0.825872840053606,8,33,5,9,11,8.258728400536059
3119,2.060614641070978,13,24,4,4,4,8.242458564283911
10368,3.2954684396934164,32,31,14,4,1,8.23867109923354
3876,2.0577263551909386,15,24,1,3,5,8.230905420763754
10344,4.11207552838358,32,30,9,4,0,8.22415105676716
7848,1.6372403328025105,25,33,2,6,4,8.186201664012552
2433,1.2582372182018662,11,28,2,7,6,8.17854191831213
4968,4.062160148991437,18,21,10,1,3,8.124320297982875
1369,0.8122822134911334,8,32,2,9,11,8.122822134911335
8818,3.2379489314328214,28,27,3,3,2,8.094872328582053
5722,5.395302861043538,20,21,4,2,1,8.092954291565306
4961,4.040750018880862,18,21,3,1,3,8.081500037761725
9623,2.3087784666372677,30,31,10,4,3,8.080724633230437
5771,4.029592227411751,20,23,15,2,2,8.059184454823502
3428,5.362629859012394,14,20,9,1,2,8.04394478851859
3877,2.0093546539097997,15,24,2,3,5,8.037418615639199
5355,4.015868969798863,19,21,17,2,2,8.031737939597726
4193,8.000962600636697,16,20,14,1,1,8.000962600636697
1104,0.6956909790029846,7,38,3,11,12,8.000446258534323
7719,3.1898450082966603,25,26,6,3,2,7.974612520741651
4221,3.186525660942632,16,22,4,2,3,7.9663141523565795
12889,5.26959669622491,39,33,8,2,1,7.904395044337365
156,0.6583007260851778,5,28,5,11,13,7.899608713022133
7380,2.6278886804759782,24,28,9,4,2,7.883666041427935
8841,3.9412413486428863,28,28,7,2,2,7.882482697285773
4950,5.251033492731007,18,20,11,1,2,7.87655023909651
11084,5.231443432916464,34,31,8,2,1,7.847165149374696
12879,5.226243222431869,39,32,17,2,1,7.839364833647803
461,0.9222497345649091,6,24,6,6,11,7.8391227438017275
10341,3.910388502870221,32,30,6,4,0,7.820777005740442
8816,3.1224568968508946,28,27,1,3,2,7.806142242127237
24,0.6240347701679485,5,21,6,12,13,7.8004346270993565
10703,5.1999761641505815,33,30,7,3,0,7.799964246225873
4195,7.783983868350937,16,20,16,1,1,7.783983868350937
7014,3.111756308276798,23,29,4,4,1,7.779390770691995
12554,5.168169038449303,38,32,15,2,1,7.752253557673955
152,0.6427773648092081,5,28,1,11,13,7.713328377710497
2746,2.570139292140007,12,24,11,3,3,7.710417876420021
245,0.5456285136015537,5,32,18,12,16,7.638799190421752
2094,0.8966536537147564,10,30,5,8,9,7.621556056575429
4226,3.044759445507686,16,22,9,2,3,7.611898613769215
12878,5.074395182282595,39,32,16,2,1,7.611592773423893
3101,2.1744705815252017,13,23,5,4,3,7.610647035338205
4224,3.0440185883787145,16,22,7,2,3,7.610046470946786
310,0.5242776190659197,5,36,7,13,16,7.602025476455836
3423,5.066626732475875,14,20,4,1,2,7.599940098713812
4222,3.0325965462777504,16,22,5,2,3,7.581491365694376
5772,3.7790692737415337,20,23,16,2,2,7.558138547483067
3424,5.037083122616726,14,20,5,1,2,7.555624683925089
7733,3.77381447273832,25,27,1,3,1,7.54762894547664
7388,2.51224083413799,24,28,17,4,2,7.53672250241397
11148,2.5118473627636466,34,34,15,3,3,7.53554208829094
4237,2.151465811338679,16,23,1,2,5,7.5301303396853765
597,0.6017271047127102,6,31,9,10,15,7.521588808908877
8859,3.005770910332194,28,29,6,2,3,7.514427275830485
621,0.6007442012244157,6,32,14,10,15,7.509302515305197
28,0.6003133020608182,5,21,10,12,13,7.503916275760228
1068,0.6805021820972619,7,36,5,11,11,7.48552400306988
3118,1.8678671177348969,13,24,3,4,4,7.4714684709395875
6908,4.965066706941188,23,23,12,2,1,7.447600060411782
12231,3.720534174730484,37,32,15,2,2,7.441068349460968
5358,3.7198412931674527,19,22,1,2,2,7.439682586334905
8820,2.973116475038187,28,27,5,3,2,7.432791187595468
4062,1.2256431565393633,15,33,16,6,6,7.353858939236179
12915,7.343156131277426,39,34,15,1,1,7.343156131277426
153,0.6118408196629198,5,28,2,11,13,7.342089835955038
2596,1.0470837486187823,11,36,13,5,9,7.329586240331476
11872,3.6610207001080854,36,32,17,2,2,7.322041400216171
7322,2.908307751274444,24,25,8,3,2,7.2707693781861105
11424,4.841088468911974,35,29,6,3,0,7.261632703367962
8476,2.4164129424662053,27,28,3,3,3,7.2492388273986155
8098,3.6245513864441676,26,26,5,3,1,7.249102772888335
418,0.9659752451841417,6,22,1,5,10,7.244814338881063
1425,0.761734240567091,8,35,1,8,11,7.236475285387365
115,0.6275454656564033,5,26,2,11,12,7.216772855048639
12914,7.184827213365148,39,34,14,1,1,7.184827213365148
2035,1.025030364362308,10,27,3,6,8,7.1752125505361555
405,0.8935160223129368,6,21,7,6,10,7.1481281785034945
7338,2.846450125731685,24,26,5,3,2,7.116125314329213
3045,3.5523494632709567,13,20,6,3,1,7.104698926541913
656,0.5254504188365698,6,34,11,13,14,7.093580654293693
653,0.5251108917588948,6,34,8,13,14,7.08899703874508
4225,2.833344129868092,16,22,8,2,3,7.08336032467023
2745,2.359517518864575,12,24,10,3,3,7.078552556593726
157,0.5887758688023841,5,28,6,11,13,7.065310425628609
6545,3.5276206296921497,22,24,10,2,2,7.0552412593842995
11554,2.014020959881151,35,36,3,4,3,7.049073359584028
7393,2.013115239968051,24,29,3,5,2,7.045903339888179
11823,7.042421422080844,36,30,6,2,0,7.042421422080844
604,0.5631263964350056,6,31,16,10,15,7.03907995543757
4182,7.020706113658422,16,20,3,1,1,7.020706113658422
11871,3.509172659958812,36,32,16,2,2,7.018345319917624
288,0.4837949107833455,5,35,4,12,17,7.0150262063585105
1074,0.6345860073962234,7,36,11,11,11,6.9804460813584575
4190,6.973228453186139,16,20,11,1,1,6.973228453186139
3554,1.2668308700799236,14,27,2,5,6,6.967569785439579
12853,6.966754199168035,39,31,10,1,1,6.966754199168035
1105,0.6055700383448291,7,38,4,11,12,6.964055440965535
8531,2.3186141979478623,27,31,1,3,3,6.955842593843586
3100,1.981723058189121,13,23,4,4,3,6.936030703661923
95,0.6023091012530876,5,25,1,11,12,6.926554664410507
2095,0.8147345604130927,10,30,6,8,9,6.925243763511288
12574,4.604942390510041,38,33,16,2,1,6.907413585765061
4963,3.4524812570673955,18,21,5,1,3,6.904962514134791
2076,0.8120219789442518,10,29,6,8,9,6.90218682102614
2111,0.7663773382944993,10,31,3,9,9,6.897396044650494
762,1.2457581783724916,7,20,3,5,6,6.851669981048704
387,0.8553827114459487,6,20,8,6,10,6.8430616915675895
117,0.594030875295559,5,26,4,11,12,6.831355065898928
1392,0.6821637195807855,8,33,6,9,11,6.821637195807854
29,0.5433723448124097,5,21,11,12,13,6.792154310155121
4218,2.715872669135148,16,22,1,2,3,6.78968167283787
4575,6.78369730204631,17,20,16,2,0,6.78369730204631
6231,2.706751592461614,21,27,19,3,2,6.7668789811540355
178,0.5410280611529366,5,29,8,11,14,6.762850764411707
4184,6.760331634915497,16,20,5,1,1,6.760331634915497
8912,1.2245866722401668,28,32,2,6,5,6.735226697320917
11130,2.2286379462064474,34,33,16,3,3,6.685913838619342
4560,6.646827950158621,17,20,1,2,0,6.646827950158621
12888,4.418002680548689,39,33,7,2,1,6.627004020823033
634,0.49058791317676587,6,33,8,12,15,6.622936827886339
97,0.5758743668737956,5,25,3,11,12,6.622555219048649
951,0.8232702598922828,7,30,2,7,9,6.586162079138262
1767,0.6573461019044895,9,33,1,9,11,6.573461019044895
4220,2.6290811185041547,16,22,3,2,3,6.572702796260387
11518,1.876307424257286,35,34,5,3,4,6.567075984900501
674,0.468278097450015,6,35,10,14,14,6.55589336430021
4940,4.368875453246007,18,20,1,1,2,6.5533131798690105
10362,2.6027562554789583,32,31,8,4,1,6.506890638697396
1069,0.5904623686345167,7,36,6,11,11,6.495086054979684
10323,4.329210057911526,32,29,7,3,0,6.493815086867289
12892,4.3218374682481535,39,33,11,2,1,6.48275620237223
7370,2.159985989402604,24,27,18,4,2,6.479957968207812
3553,1.1763452935466288,14,27,1,5,6,6.469899114506458
6130,6.4479952418209665,21,22,13,1,1,6.4479952418209665
8121,3.221585332144484,26,27,9,3,1,6.443170664288968
10415,1.608866001711129,32,34,4,4,4,6.435464006844516
12532,6.4224056002423255,38,31,12,2,0,6.4224056002423255
2052,0.8562968475322934,10,28,1,7,8,6.4222263564922
458,0.7511095289919111,6,24,3,6,11,6.384430996431244
2320,1.5960496979837486,11,22,3,4,4,6.3841987919349945
7716,2.549563646953371,25,26,3,3,2,6.373909117383427
6907,4.247994652760671,23,23,11,2,1,6.371991979141006
11419,4.246056998170481,35,29,1,3,0,6.369085497255721
7357,2.1165249251956926,24,27,5,4,2,6.349574775587078
4189,6.338982928043128,16,20,10,1,1,6.338982928043128
7356,2.110813902721016,24,27,4,4,2,6.3324417081630475
158,0.5259468274769948,5,28,7,11,13,6.3113619297239385
671,0.4503428926855627,6,35,7,14,14,6.304800497597878
9960,3.1333167704202443,31,30,5,3,1,6.2666335408404885
1393,0.6252877135296188,8,33,7,9,11,6.252877135296187
7027,2.5010352688665534,23,29,17,4,1,6.252588172166384
12573,4.161288586207571,38,33,15,2,1,6.241932879311356
99,0.5423597765129511,5,25,5,11,12,6.2371374298989375
10726,4.1477510333954,33,31,11,2,1,6.2216265500931
4943,4.137981819634979,18,20,4,1,2,6.206972729452469
12251,3.103154225831405,37,33,16,2,2,6.20630845166281
2077,0.7301028856425882,10,29,7,8,9,6.205874527961999
8893,1.236840347586762,28,31,2,5,5,6.18420173793381
10359,2.4721862730439517,32,31,5,4,1,6.18046568260988
12534,6.167280036861679,38,31,14,2,0,6.167280036861679
154,0.5123269458201224,5,28,3,11,13,6.147923349841468
40,0.5122725183525126,5,22,3,12,12,6.147270220230151
4977,3.0722477264998878,18,21,19,1,3,6.1444954529997755
12894,4.089399723531071,39,33,13,2,1,6.134099585296607
12852,6.115160183491815,39,31,9,1,1,6.115160183491815
640,0.4525059212196846,6,33,14,12,15,6.1088299364657415
3063,3.045073415295007,13,21,5,2,2,6.090146830590014
12204,6.084323377640495,37,31,7,1,1,6.084323377640495
457,0.7115657225249478,6,24,2,6,11,6.048308641462056
12856,6.048249343995969,39,31,13,1,1,6.048249343995969
11003,6.044219658408299,34,27,3,2,0,6.044219658408299
159,0.503398744582325,5,28,8,11,13,6.040784934987901
11021,6.0080446020074705,34,28,2,2,0,6.0080446020074705
114,0.5209063268579598,5,26,1,11,12,5.990422758866537
6112,5.970258043585345,21,21,14,1,1,5.970258043585345
12507,11.931678179356178,38,30,6,1,0,5.965839089678089
4958,3.9676791664307585,18,20,19,1,2,5.951518749646137
12504,11.873366537762225,38,30,3,1,0,5.936683268881112
345,0.37016853331371125,5,38,4,16,16,5.92269653301938
8823,2.357785515046716,28,27,8,3,2,5.8944637876167905
8525,1.9517469229704314,27,30,14,2,4,5.855240768911294
10379,1.949779094487488,32,32,6,3,3,5.849337283462464
12453,3.8985253980182364,38,27,9,3,0,5.847788097027355
4632,2.3345023883859413,17,23,16,2,3,5.836255970964853
8113,2.91313767962801,26,27,1,3,1,5.82627535925602
11421,3.8745504821398664,35,29,3,3,0,5.811825723209799
11787,3.8737872547630148,36,28,8,3,0,5.810680882144522
12858,5.808005380628925,39,31,15,1,1,5.808005380628925
11851,3.871028185168659,36,31,15,1,2,5.806542277752989
12450,3.8477773293483377,38,27,6,3,0,5.771665994022507
6205,2.8785386830263584,21,26,12,3,1,5.757077366052717
4239,1.6407162911883342,16,23,3,2,5,5.74250701915917
12468,3.8230624782587332,38,28,5,3,0,5.734593717388099
7415,1.4336396636001743,24,30,6,5,3,5.734558654400697
6889,5.70886281851879,23,22,12,1,1,5.70886281851879
12522,5.6973931652250105,38,31,2,2,0,5.6973931652250105
118,0.49451700145276156,5,26,5,11,12,5.686945516706758
5359,2.8374382971476186,19,22,2,2,2,5.674876594295237
420,0.7545809768147003,6,22,3,5,10,5.659357326110252
8475,1.8818070936657951,27,28,2,3,3,5.645421280997385
38,0.4702752416040403,5,22,1,12,12,5.643302899248483
11004,5.635011514609771,34,27,4,2,0,5.635011514609771
3895,1.2503394932877552,15,25,1,3,6,5.626527719794899
4244,1.6061743334773775,16,23,8,2,5,5.621610167170822
7029,2.2466430675117626,23,29,19,4,1,5.616607668779406
11805,5.61250456811324,36,29,7,2,0,5.61250456811324
11022,5.599100591323097,34,28,3,2,0,5.599100591323097
3040,2.7970021764528714,13,20,1,3,1,5.594004352905743
2662,1.8624285510068566,12,20,3,2,4,5.58728565302057
12505,11.010354242171875,38,30,4,1,0,5.5051771210859375
8909,1.099378698239193,28,31,18,5,5,5.496893491195966
8139,2.7477310410176794,26,28,8,3,1,5.495462082035359
8477,1.828144180652738,27,28,4,3,3,5.484432541958214
5414,2.1888022990626066,19,24,19,3,2,5.4720057476565165
4976,2.735002046300214,18,21,18,1,3,5.470004092600428
12530,5.466303974369241,38,31,10,2,0,5.466303974369241
4242,1.5597808522067522,16,23,6,2,5,5.459232982723632
4240,1.5483588101057881,16,23,4,2,5,5.419255835370258
10426,1.3527528770249115,32,34,15,4,4,5.411011508099646
155,0.4502095383821804,5,28,4,11,13,5.402514460586165
96,0.4692352280753518,5,25,2,11,12,5.3962051228665455
2663,1.7973348826226687,12,20,4,2,4,5.392004647868006
6901,3.5879385308916456,23,23,5,2,1,5.381907796337469
6119,5.360026445482599,21,22,2,1,1,5.360026445482599
4561,5.357262025341856,17,20,2,2,0,5.357262025341856
3409,0.627947842854383,13,39,9,9,8,5.337556664262255
9649,1.3226602087387698,30,32,17,5,3,5.290640834955079
7250,5.2382326628149345,24,21,12,1,1,5.2382326628149345
41,0.4357263679649912,5,22,4,12,12,5.228716415579894
5813,1.7368999298919088,20,25,19,3,3,5.210699789675727
11818,5.203452930416248,36,30,1,2,0,5.203452930416248
6883,5.1998906181689515,23,22,6,1,1,5.1998906181689515
406,0.6429186441211389,6,21,8,6,10,5.143349152969111
6902,3.411108027501888,23,23,6,2,1,5.116662041252832
11039,3.410752459607127,34,29,1,3,0,5.11612868941069
100,0.4428459026701536,5,25,6,11,12,5.092727880706766
4201,2.5406598062120347,16,21,3,2,2,5.081319612424069
1749,0.5312933781857394,9,32,2,9,10,5.047287092764524
7320,2.015961233376335,24,25,6,3,2,5.039903083440837
2319,1.2572927684072661,11,22,2,4,4,5.0291710736290645
6981,2.0020708092595414,23,27,9,4,1,5.005177023148853
10353,2.4882061774246433,32,30,18,4,0,4.976412354849287
694,0.36848789157445133,6,36,11,14,13,4.974586536255093
119,0.4323995940148196,5,26,6,11,12,4.972595331170425
12502,9.93508757117958,38,30,1,1,0,4.96754378558979
7386,1.6518773805067881,24,28,15,4,2,4.955632141520365
4571,4.9530697205485295,17,20,12,2,0,4.9530697205485295
8556,0.9865793455789538,27,32,7,5,5,4.932896727894769
10724,3.280158473423585,33,31,9,2,1,4.920237710135377
43,0.4092916335856992,5,22,6,12,12,4.911499603028391
6101,4.894290253243644,21,21,3,1,1,4.894290253243644
8132,2.439283388501206,26,28,1,3,1,4.878566777002412
12556,3.2463382502419313,38,32,17,2,1,4.869507375362897
632,0.36037756816386846,6,33,6,12,15,4.865097170212224
3465,1.3855061060309581,14,22,8,4,3,4.849271371108354
6126,4.84622978777879,21,22,9,1,1,4.84622978777879
388,0.6047853332541505,6,20,9,6,10,4.838282666033204
8911,0.8764551042227786,28,32,1,6,5,4.820503073225282
5792,1.917723205681269,20,24,17,2,3,4.794308014203173
342,0.2990979352459728,5,38,1,16,16,4.7855669639355645
11442,4.785187249115206,35,30,5,2,0,4.785187249115206
2053,0.6329537480708952,10,28,2,7,8,4.747153110531714
7245,4.734154425929997,24,21,7,1,1,4.734154425929997
12521,4.728253198572592,38,31,1,2,0,4.728253198572592
4243,1.3491063936961298,16,23,7,2,5,4.721872377936455
2780,1.0490153756326968,12,26,7,5,4,4.720569190347136
12183,3.1394478058194197,37,30,5,2,1,4.70917170872913
4631,1.8818527706194985,17,23,15,2,3,4.704631926548746
425,0.6264653598469977,6,22,8,5,10,4.6984901988524825
551,0.40482373998027416,6,29,1,8,15,4.655473009773153
9628,1.3287751640334953,30,31,15,4,3,4.650713074117234
12451,3.0967059130339236,38,27,7,3,0,4.645058869550885
12469,3.0723357859954037,38,28,6,3,0,4.608503678993106
4238,1.3062495212409047,16,23,2,2,5,4.571873324343167
11040,3.044061589784516,34,29,2,3,0,4.566092384676774
6230,1.820460211463209,21,27,18,3,2,4.551150528658022
10727,3.0118065262004423,33,31,12,2,1,4.517709789300664
45,0.3757770432248547,5,22,8,12,12,4.509324518698257
9773,1.1254133894133145,30,39,8,4,4,4.501653557653258
5418,1.4908550263337494,19,25,4,3,3,4.4725650790012486
6899,2.9704810532682835,23,23,3,2,1,4.455721579902425
6122,4.451348727702858,21,22,5,1,1,4.451348727702858
2776,0.9889542782778555,12,26,3,5,4,4.45029425225035
5416,1.4832403303338226,19,25,2,3,3,4.449720991001468
3059,2.2218473724651604,13,21,1,2,2,4.443694744930321
11751,4.43934635763592,36,26,10,2,0,4.43934635763592
459,0.5166965349274383,6,24,4,6,11,4.391920546883226
5810,1.4616129947520138,20,25,16,3,3,4.384838984256041
6108,4.383894180447434,21,21,10,1,1,4.383894180447434
101,0.38072849523221175,5,25,7,11,12,4.378377695170435
6123,4.376499874710233,21,22,6,1,1,4.376499874710233
1748,0.4592795221277744,9,32,1,9,10,4.363155460213857
9880,4.3081277461987515,31,26,1,2,0,4.3081277461987515
10016,0.8560500954975098,31,33,4,4,6,4.280250477487549
5770,2.1371282936057177,20,23,14,2,2,4.274256587211435
12489,4.206542484618657,38,29,7,2,0,4.206542484618657
12555,2.8026844459394615,38,32,16,2,1,4.204026668909192
8786,4.2004776393817105,28,25,9,2,0,4.2004776393817105
11438,4.178360627359677,35,30,1,2,0,4.178360627359677
10729,2.7802986669333536,33,31,14,2,1,4.170448000400031
9905,8.313373291453505,31,27,7,1,0,4.156686645726753
12486,4.155504410700519,38,29,4,2,0,4.155504410700519
4624,1.658130621745211,17,23,8,2,3,4.145326554363027
3081,2.062092003369121,13,22,4,2,2,4.124184006738242
2777,0.9121627716550905,12,26,4,5,4,4.104732472447908
6124,4.097687897312696,21,22,7,1,1,4.097687897312696
6051,0.8158968208073922,20,38,10,4,6,4.079484104036961
12160,4.0400527464058476,37,29,1,2,0,4.0400527464058476
6104,3.9856125354639045,21,21,6,1,1,3.9856125354639045
8193,0.9956525414910572,26,31,5,5,3,3.982610165964229
7364,1.3146944054621559,24,27,12,4,2,3.944083216386468
4629,1.571614742521079,17,23,13,2,3,3.929036856302697
730,0.280550768967293,6,38,9,14,14,3.9277107655421015
11089,2.611821948913964,34,31,13,2,1,3.917732923370946
6105,3.911483382980821,21,21,7,1,1,3.911483382980821
724,0.2790944645417288,6,38,3,14,14,3.9073225035842034
7376,1.3015980068412905,24,28,5,4,2,3.9047940205238714
10286,7.7846524318283,32,27,8,1,0,3.89232621591415
7021,1.5476819705855154,23,29,11,4,1,3.869204926463788
9899,7.706987850875316,31,27,1,1,0,3.853493925437658
3408,0.44990388549705496,13,39,8,9,8,3.8241830267249672
