,maxx,i,j,z1,z2,orders_long,orders_short,alpha
2040,1.5370511794387705,0.2,0.3,0.005,0.01,31,62,71.47287984390283
2154,3.857231769304527,0.2,0.35000000000000003,0.02,0.04,18,19,71.35878773213375
1878,4.457049184350744,0.2,0.15000000000000002,0.045,0.005,9,23,71.3127869496119
1055,1.371148901710513,0.1,0.45,0.034999999999999996,0.005,25,79,71.29974288894667
2666,6.772893613186218,0.25,0.2,0.030000000000000002,0.04,8,13,71.11538293845528
2697,2.8364345106642395,0.25,0.25,0.005,0.025,21,29,70.91086276660599
3031,2.445000521141739,0.25,0.45,0.02,0.02,10,48,70.90501511311042
434,1.3358385745090418,0.05,0.45,0.034999999999999996,0.005,27,79,70.79944444897922
639,1.9650680513756604,0.1,0.15000000000000002,0.005,0.04,65,7,70.74244984952378
2121,1.471508568650456,0.2,0.35000000000000003,0.005,0.01,31,65,70.63241129522189
1319,3.5272498081305454,0.15000000000000002,0.2,0.030000000000000002,0.034999999999999996,25,15,70.54499616261091
1943,3.8104961096355194,0.2,0.2,0.034999999999999996,0.02,10,27,70.49417802825711
257,1.561968123668928,0.05,0.35000000000000003,0.005,0.04,71,19,70.28856556510176
900,1.3259466598881,0.1,0.35000000000000003,0.030000000000000002,0.005,31,75,70.2751729740693
1716,1.6137443176792912,0.15000000000000002,0.5,0.045,0.01,18,69,70.19787781904917
2606,5.848191787208268,0.25,0.15000000000000002,0.045,0.01,5,19,70.17830144649922
2013,2.3370421363871343,0.2,0.25,0.034999999999999996,0.01,10,50,70.11126409161403
2031,2.3736572926106225,0.2,0.25,0.045,0.01,9,50,70.02289013201336
127,2.1494630463723223,0.05,0.2,0.045,0.005,25,40,69.85754900710047
454,1.7650958540597501,0.05,0.45,0.045,0.015,25,54,69.72128623536013
730,2.1738103165749654,0.1,0.2,0.045,0.005,24,40,69.56193013039889
2851,2.4784415754351494,0.25,0.35000000000000003,0.005,0.025,21,35,69.39636411218419
1856,6.607395370549653,0.2,0.15000000000000002,0.025,0.04,14,7,69.37765139077135
2928,1.5757126190690518,0.25,0.4,0.005,0.01,21,67,69.33135523903827
2509,1.754307493120555,0.2,0.55,0.045,0.01,9,70,69.29514597826191
145,1.669750752224368,0.05,0.25,0.015,0.025,54,29,69.29465621731127
143,1.7509698550947856,0.05,0.25,0.01,0.04,63,16,69.16330927624404
5924,9.214224558527267,0.45,0.25,0.01,0.045,1,14,69.1066841889545
2349,1.7943435772697038,0.2,0.45,0.045,0.01,9,68,69.0822277248836
1834,3.282570645849677,0.2,0.15000000000000002,0.005,0.030000000000000002,31,11,68.93398356284322
1592,1.619963678944753,0.15000000000000002,0.4,0.045,0.01,18,67,68.848456355152
62,2.976644026543966,0.05,0.15000000000000002,0.025,0.04,39,7,68.46281261051122
1883,8.049473290935246,0.2,0.15000000000000002,0.045,0.034999999999999996,9,8,68.4205229729496
2560,5.932811825489005,0.25,0.15000000000000002,0.015,0.030000000000000002,12,11,68.22733599312356
5682,67.8945436027851,0.45,0.1,0.01,0.030000000000000002,1,1,67.8945436027851
1748,1.3686734746335985,0.15000000000000002,0.55,0.025,0.01,29,70,67.74933699436312
2766,1.486809804719141,0.25,0.3,0.005,0.005,21,70,67.64984611472092
2202,1.3779623060067618,0.2,0.4,0.005,0.01,31,67,67.52015299433133
2931,2.3681310255853174,0.25,0.4,0.005,0.025,21,36,67.49173422918155
1325,3.9599810826725514,0.15000000000000002,0.2,0.034999999999999996,0.034999999999999996,19,15,67.31967840543338
1829,13.460485489312731,0.2,0.1,0.045,0.030000000000000002,9,1,67.30242744656366
694,1.6398608983848866,0.1,0.2,0.02,0.005,42,40,67.23429683378035
1308,2.856432215844462,0.15000000000000002,0.2,0.02,0.04,34,13,67.12615707234487
1039,1.4848162774145943,0.1,0.45,0.025,0.015,36,54,66.81673248365675
425,1.1853290726195762,0.05,0.45,0.030000000000000002,0.005,33,79,66.37842806669627
2095,2.2105236588132464,0.2,0.3,0.034999999999999996,0.015,10,50,66.3157097643974
1622,1.3663360656128394,0.15000000000000002,0.45,0.025,0.01,29,68,66.26729918222271
6085,6.620116495161457,0.45,0.35000000000000003,0.01,0.04,1,19,66.20116495161457
1293,2.0580309735197404,0.15000000000000002,0.2,0.01,0.034999999999999996,49,15,65.8569911526317
1441,2.4850343868817655,0.15000000000000002,0.3,0.034999999999999996,0.025,19,34,65.85341125236678
2594,10.121725071523683,0.25,0.15000000000000002,0.034999999999999996,0.04,6,7,65.79121296490393
2588,5.250467280194604,0.25,0.15000000000000002,0.034999999999999996,0.01,6,19,65.63084100243255
702,1.8219356023203779,0.1,0.2,0.025,0.01,36,36,65.5896816835336
661,3.117694356200664,0.1,0.15000000000000002,0.030000000000000002,0.030000000000000002,31,11,65.47158148021394
227,1.348206173914466,0.05,0.3,0.034999999999999996,0.005,27,70,65.3879994348516
1320,3.4355714155311903,0.15000000000000002,0.2,0.030000000000000002,0.04,25,13,65.27585689509262
2607,5.657454438582767,0.25,0.15000000000000002,0.045,0.015,5,18,65.06072604370182
1933,3.1667072074523612,0.2,0.2,0.030000000000000002,0.015,12,29,64.9174977527734
6003,6.155727693526964,0.45,0.3,0.01,0.034999999999999996,1,20,64.63514078203312
1301,2.4370942585327593,0.15000000000000002,0.2,0.015,0.04,40,13,64.58299785111812
248,1.8704427988717793,0.05,0.3,0.045,0.02,25,44,64.53027656107639
1310,1.8684299993713767,0.15000000000000002,0.2,0.025,0.005,29,40,64.46083497831249
524,1.7392076815615134,0.05,0.5,0.045,0.02,25,49,64.35068421777599
2817,4.575898698082684,0.25,0.3,0.030000000000000002,0.034999999999999996,8,20,64.06258177315758
212,1.5429873899128657,0.05,0.3,0.025,0.02,39,44,64.03397668138392
218,1.2410200321152964,0.05,0.3,0.030000000000000002,0.005,33,70,63.91253165393777
670,3.6501903583733495,0.1,0.15000000000000002,0.045,0.030000000000000002,24,11,63.87833127153362
3006,1.4352287600790663,0.25,0.45,0.005,0.01,21,68,63.86767982351845
743,1.4500764443592642,0.1,0.25,0.01,0.025,59,29,63.80336355180762
1862,3.866802877853782,0.2,0.15000000000000002,0.034999999999999996,0.005,10,23,63.802247484587404
1075,1.63454732729125,0.1,0.45,0.045,0.015,24,54,63.747345764358755
2634,3.1088327902566393,0.25,0.2,0.015,0.015,12,29,63.7310722002611
2077,1.9862088058074112,0.2,0.3,0.025,0.015,14,50,63.55868178583716
